etfCode,name,codeType,issuer,benchmarkName,detailScope,readinessScore,grade,assetClassEvidence,regionEvidence,sectorEvidence,strategyEvidence,dividendEvidence,holdingsCount,tagCount,hasLlmContribution,missingFields
0150K0,KoAct 수소전력ESS인프라액티브,naver_internal_unresolved,삼성액티브자산운용,FnGuide 수소전력ESS인프라 지수(PR),enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0151P0,RISE 코리아전략산업액티브,naver_internal_unresolved,KB자산운용,KAP 코리아전략산업지수,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0151S0,KODEX 미국AI반도체TOP3플러스,naver_internal_unresolved,삼성자산운용,Akros 미국 AI 반도체 Top 3 플러스 지수 (Price Return),thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0152E0,SOL 배당성향탑픽액티브,naver_internal_unresolved,신한자산운용,FnGuide 배당성향탑픽 지수(PR),enriched,68,B,medium,low,medium,medium,low,19,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0153K0,KODEX 주주환원고배당주,naver_internal_unresolved,삼성자산운용,Akros 주주환원 고배당 지수 (Price Return),enriched,44,C,low,low,medium,low,low,10,5,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
0153P0,ACE 리츠부동산인프라액티브,naver_internal_unresolved,한국투자신탁운용,FnGuide 맥쿼리인프라 배당 리츠 지수 (시장가격),enriched,50,C,medium,low,medium,medium,none,10,3,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0153X0,PLUS 미국고배당주액티브,naver_internal_unresolved,한화자산운용,Akros 미국 고배당주 20 지수,enriched,65,B,medium,low,low,medium,high,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중
0154F0,WON 초대형IB&금융지주,naver_internal_unresolved,우리자산운용,iSelect 초대형IB&금융지주 지수,enriched,76,A,medium,low,medium,medium,high,10,4,true,표준 KRX 코드|산업·국가 비중
0154H0,KoAct 차이나바이오헬스케어액티브,naver_internal_unresolved,삼성액티브자산운용,Solactive 차이나바이오헬스케어지수 PR,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0155M0,ACE 미국SMR원자력TOP10,naver_internal_unresolved,한국투자신탁운용,Solactive US SMR Nuclear TOP 10 Index (Price Return),enriched,35,C,medium,low,low,medium,none,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0155N0,HANARO K휴머노이드테마TOP10,naver_internal_unresolved,NH-Amundi자산운용,iSelect K휴머노이드테마TOP10 지수,enriched,40,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0162L0,KODEX 차이나AI반도체TOP10,naver_internal_unresolved,삼성자산운용,Indxx China AI Semiconductor Top 10 Index (Price Return),thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0162M0,KODEX 금융채1~2년(AA-이상)PLUS액티브,naver_internal_unresolved,삼성자산운용,KAP 금융채 1-2년 총수익 지수,thin,25,D,low,low,low,low,none,0,4,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0162Y0,TIME 코스닥액티브,naver_internal_unresolved,타임폴리오자산운용,코스닥,enriched,40,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,naver_internal_unresolved,KB자산운용,KAP 삼성전자SK하이닉스채권혼합50 지수,enriched,61,B,medium,low,low,medium,high,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중
0163Y0,KoAct 코스닥액티브,naver_internal_unresolved,삼성액티브자산운용,코스닥,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0164G0,RISE 차이나AI반도체TOP4Plus,naver_internal_unresolved,KB자산운용,Solactive China AI Semiconductor TOP 4 Plus Index,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0166N0,PLUS 코스닥150액티브,naver_internal_unresolved,한화자산운용,코스닥 150,enriched,76,A,medium,low,medium,medium,high,10,3,true,표준 KRX 코드|산업·국가 비중
0166S0,PLUS K제조업핵심기업액티브,naver_internal_unresolved,한화자산운용,Akros K제조업 50 지수,enriched,76,A,medium,low,medium,medium,high,10,4,true,표준 KRX 코드|산업·국가 비중
0166T0,PLUS 글로벌저작권핵심기업액티브,naver_internal_unresolved,한화자산운용,iSelect 미국AI지적재산 지수(PR),enriched,61,B,medium,low,low,medium,high,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중
0167A0,SOL AI반도체TOP2플러스,naver_internal_unresolved,신한자산운용,FnGuide AI반도체 TOP2 플러스 지수(PR),enriched,68,B,medium,low,medium,medium,low,11,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0167B0,SOL 200타겟위클리커버드콜,naver_internal_unresolved,신한자산운용,코스피 200 타겟 15% 위클리 커버드콜 지수,enriched,68,B,medium,low,medium,medium,low,202,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0167Z0,KODEX 미국우주항공,naver_internal_unresolved,삼성자산운용,iSelect 미국우주항공지수(Price Return),thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0168K0,TIGER 기술이전바이오액티브,naver_internal_unresolved,미래에셋자산운용,KRX 기술이전 바이오 지수,enriched,68,B,medium,low,medium,medium,low,31,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0172V0,1Q 은액티브,naver_internal_unresolved,하나자산운용,Bloomberg Blended Silver Spot USD index,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0172Y0,ACE K수출핵심TOP10산업액티브,naver_internal_unresolved,한국투자신탁운용,iSelect K수출핵심산업 지수 (시장가격),enriched,50,C,medium,low,medium,medium,none,10,3,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0173Y0,KODEX 미국AI광통신네트워크,naver_internal_unresolved,삼성자산운용,Akros 미국 AI 광통신 및 네트워크 인프라 지수(PR),thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0174B0,KoAct 글로벌AI메모리반도체액티브,naver_internal_unresolved,삼성액티브자산운용,Solactive 글로벌AI메모리반도체 지수 (PR),enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0174J0,DAISHIN343 오피스리츠플러스,naver_internal_unresolved,대신자산운용,KRX 프라임 오피스 리츠 지수,enriched,62,B,medium,low,medium,medium,low,10,3,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0174R0,KIWOOM 미국성장다우존스,naver_internal_unresolved,키움투자자산운용,미국성장다우존스 지수,enriched,25,D,medium,low,low,medium,none,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0176E0,RISE 미국AI전력인프라액티브,naver_internal_unresolved,KB자산운용,Solactive US AI Electricity Infrastructure Index PR,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0176P0,FOCUS AI반도체위클리고정커버드콜,naver_internal_unresolved,VI자산운용,AI 반도체 위클리 고정 30% 커버드콜 지수,enriched,62,B,medium,low,medium,medium,low,10,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0177A0,WON 두산그룹포커스,naver_internal_unresolved,우리자산운용,iSelect 두산그룹 포커스 지수,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,naver_internal_unresolved,삼성자산운용,Wise 삼성전자 SK하이닉스 채권혼합 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0177R0,TIGER 반도체TOP10커버드콜액티브,naver_internal_unresolved,미래에셋자산운용,FnGuide 반도체 TOP10 Capped 지수(Price Return),enriched,72,B,medium,low,medium,medium,low,23,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0177X0,ACE K휴머노이드로봇산업TOP2+,naver_internal_unresolved,한국투자신탁운용,Akros K-휴머노이드 로봇 TOP2+ 지수 (시장가격),enriched,50,C,medium,low,medium,medium,none,10,4,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0178H0,IBK 미국AI TOP10국채혼합50,naver_internal_unresolved,IBK자산운용,FnGuide 미국AI TOP10국채혼합 지수,thin,25,D,low,low,low,low,none,0,4,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0180V0,ACE 미국우주테크액티브,naver_internal_unresolved,한국투자신탁운용,FnGuide 미국스페이스테크 지수(시장가격),enriched,35,C,medium,low,low,medium,none,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0181B0,HANARO 미국AI메모리반도체TOP4+,naver_internal_unresolved,NH-Amundi자산운용,Solactive US AI Memory Semiconductor Top4+ Index,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0181L0,SOL 미국우주항공TOP10,naver_internal_unresolved,신한자산운용,KEDI 미국우주항공 TOP10(PR),enriched,68,B,medium,low,medium,medium,low,12,3,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0182R0,1Q K반도체TOP2+,naver_internal_unresolved,하나자산운용,NICE K반도체 TOP2 MAX+ 지수,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0182S0,1Q K반도체TOP2채권혼합50,naver_internal_unresolved,하나자산운용,KEDI K반도체TOP2채권혼합 지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0183J0,TIGER 미국우주테크,naver_internal_unresolved,미래에셋자산운용,Akros U.S. Space Tech 지수(PR),enriched,68,B,medium,low,medium,medium,low,11,3,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0183V0,KIWOOM 삼성전자&SK하이닉스채권혼합50,naver_internal_unresolved,키움투자자산운용,FnGuide 삼성전자 & SK하이닉스 채권혼합 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0184E0,1Q 200채권혼합50액티브,naver_internal_unresolved,하나자산운용,코스피 200 단기국공채 혼합지수,enriched,53,C,medium,low,low,medium,low,0,4,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0184L0,PLUS 중기종합채권(A-이상)액티브,naver_internal_unresolved,한화자산운용,KIS 중기종합채권(A-이상) 지수(총수익),enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0184N0,PLUS 은채권혼합,naver_internal_unresolved,한화자산운용,Akros 은 채권혼합 지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0184V0,UNICORN K바이오액티브,naver_internal_unresolved,현대자산운용,FnGuide K-바이오 밸런스드 지수,enriched,40,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0185L0,TIME 글로벌휴머노이드로봇산업액티브,naver_internal_unresolved,타임폴리오자산운용,Solactive Global AI Humanoid Robotics 지수(원화환산)(PR),enriched,35,C,medium,low,low,medium,none,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0186L0,KoAct 미국로봇피지컬AI액티브,naver_internal_unresolved,삼성액티브자산운용,iSelect 미국로봇피지컬AI지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0186S0,1Q 코스닥150채권혼합50액티브,naver_internal_unresolved,하나자산운용,코스닥 150 단기국공채 혼합지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0189B0,TIGER 은액티브,naver_internal_unresolved,미래에셋자산운용,ICE Silver Spot 지수 (시장가격),enriched,68,B,medium,low,medium,medium,low,7,3,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0189Z0,DAISHIN343 금융&지주고배당,naver_internal_unresolved,대신자산운용,KRX-Akros 금융 & 지주 고배당 지수,enriched,50,C,medium,low,medium,medium,none,10,5,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0190C0,RISE 현대차고정피지컬AI,naver_internal_unresolved,KB자산운용,KEDI 현대차고정피지컬AI 지수,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0190G0,KODEX 반도체타겟위클리커버드콜,naver_internal_unresolved,삼성자산운용,KRX 반도체 타겟 9% 분배 위클리 커버드콜 지수,enriched,44,C,low,low,medium,low,low,10,5,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
0190M0,KIWOOM 미국AI테크하이베타,naver_internal_unresolved,키움투자자산운용,Akros 미국AI&프론티어테크 하이베타 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0190Y0,TIGER 구글밸류체인,naver_internal_unresolved,미래에셋자산운용,Akros Google Value Chain 지수 (Price Return),enriched,68,B,medium,low,medium,medium,low,21,3,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0191B0,MIDAS 코스닥액티브,naver_internal_unresolved,마이다스에셋자산운용,코스닥,enriched,40,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0191M0,마이티 5월만기자동연장특수채(AAA)액티브,naver_internal_unresolved,DB자산운용,KAP 5월 만기자동연장 특수채(AAA) 총수익 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0191S0,IBK 코스닥150,naver_internal_unresolved,IBK자산운용,코스닥 150,enriched,50,C,medium,low,medium,medium,none,10,3,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0191W0,HANARO 중기종합채권(A-이상)액티브,naver_internal_unresolved,NH-Amundi자산운용주식회사,KIS 중기종합채권시장 A-이상 총수익지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0192L0,RISE SK하이닉스단일종목레버리지,naver_internal_unresolved,KB자산운용주식회사(☎ 02-2167-8200),KRX SK하이닉스 지수,enriched,68,B,medium,low,medium,medium,low,1,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0192M0,RISE 삼성전자단일종목레버리지,naver_internal_unresolved,KB자산운용주식회사(☎ 02-2167-8200),KRX 삼성전자 지수,enriched,68,B,medium,low,medium,medium,low,1,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0192S0,SOL 코스피200채권혼합50,naver_internal_unresolved,신한자산운용,코스피 200 KTB 혼합지수,enriched,72,B,medium,low,medium,medium,low,191,4,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0192T0,SOL 코스닥TOP10,naver_internal_unresolved,신한자산운용,코스닥 TOP 10 지수,enriched,68,B,medium,low,medium,medium,low,11,6,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0192Z0,TIGER 중기종합채권(A-이상)액티브,naver_internal_unresolved,미래에셋자산운용,NICE 중기종합채권(A-이상)(총수익지수),enriched,68,B,medium,low,medium,medium,low,23,3,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0193G0,KoAct 코스피액티브,naver_internal_unresolved,삼성액티브자산운용,코스피,enriched,68,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0193K0,PLUS 삼성전자단일종목레버리지,naver_internal_unresolved,한화자산운용,KRX 삼성전자 지수,enriched,68,B,medium,low,medium,medium,low,3,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0193L0,PLUS 삼성전자선물단일종목인버스2X,naver_internal_unresolved,한화자산운용,KRX 삼성전자 선물 지수,enriched,68,B,medium,low,medium,medium,low,2,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0193M0,BNK 27-12 특수채(AAA이상)액티브,naver_internal_unresolved,BNK자산운용,KAP 27-12 특수채 총수익 지수(AAA이상),thin,25,D,low,low,low,low,none,0,4,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0193T0,KODEX SK하이닉스단일종목레버리지,naver_internal_unresolved,삼성자산운용,KRX SK하이닉스 지수,enriched,40,C,low,low,medium,low,none,1,5,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0193W0,KODEX 삼성전자단일종목레버리지,naver_internal_unresolved,삼성자산운용주식회사,KRX 삼성전자 지수,enriched,40,C,low,low,medium,low,none,1,5,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0194M0,ACE 삼성전자단일종목레버리지,naver_internal_unresolved,한국투자신탁운용,KRX 삼성전자 지수,enriched,50,C,medium,low,medium,medium,none,2,5,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0194N0,KIWOOM 삼성전자선물단일종목레버리지,naver_internal_unresolved,키움투자자산운용,KRX 삼성전자 선물 지수,enriched,50,C,medium,low,medium,medium,none,1,5,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0194R0,KIWOOM SK하이닉스선물단일종목레버리지,naver_internal_unresolved,키움투자자산운용,KRX SK하이닉스 선물 지수,enriched,50,C,medium,low,medium,medium,none,1,5,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0194T0,ACE SK하이닉스단일종목레버리지,naver_internal_unresolved,한국투자신탁운용,KRX SK하이닉스 지수,enriched,50,C,medium,low,medium,medium,none,2,5,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0195R0,TIGER 삼성전자단일종목레버리지,naver_internal_unresolved,미래에셋자산운용㈜,KRX 삼성전자 지수,enriched,68,B,medium,low,medium,medium,low,3,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0195S0,TIGER SK하이닉스단일종목레버리지,naver_internal_unresolved,미래에셋자산운용(주),KRX SK하이닉스 지수,enriched,68,B,medium,low,medium,medium,low,3,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0197W0,SOL SK하이닉스단일종목레버리지,naver_internal_unresolved,신한자산운용(주),KRX SK하이닉스 지수,enriched,68,B,medium,low,medium,medium,low,4,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0197X0,SOL SK하이닉스선물단일종목인버스2X,naver_internal_unresolved,신한자산운용(주),KRX SK하이닉스 선물 지수,enriched,68,B,medium,low,medium,medium,low,3,5,false,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0198A0,KIWOOM 코스닥150커버드콜액티브,naver_internal_unresolved,키움투자자산운용 주식회사,코스닥 150 위클리 고정 30% 커버드콜 지수,enriched,62,B,medium,low,medium,medium,low,10,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0198B0,1Q 삼성전자선물단일종목레버리지,naver_internal_unresolved,하나자산운용,KRX 삼성전자 선물 지수,enriched,68,B,medium,low,medium,medium,low,1,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0198D0,1Q SK하이닉스선물단일종목레버리지,naver_internal_unresolved,하나자산운용,KRX SK하이닉스 선물 지수,enriched,68,B,medium,low,medium,medium,low,1,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0199C0,ACE 고배당주Plus커버드콜액티브,naver_internal_unresolved,한국투자신탁운용,KRX-Akros 고배당주 20 위클리 고정 30% 커버드콜 지수,enriched,50,C,medium,low,medium,medium,none,10,6,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0203D0,PLUS 200위클리커버드콜채권혼합,naver_internal_unresolved,한화자산운용,코스피 200 KTB 혼합 위클리 고정 10% 커버드콜 지수,enriched,65,B,medium,low,low,medium,high,0,5,false,표준 KRX 코드|구성종목|산업·국가 비중
0203R0,WON 중단기종합채권(A-이상)액티브,naver_internal_unresolved,우리자산운용,KAP 중단기 종합채권 총수익 지수(A-이상),enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0203S0,WON 삼성전자현대차채권혼합50,naver_internal_unresolved,우리자산운용,KAP 삼성전자현대차채권혼합지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,naver_internal_unresolved,삼성자산운용,Akros 현대차로보틱스 밸류체인 TOP3 플러스 지수 (PR),thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0204S0,TIGER 코스닥액티브,naver_internal_unresolved,미래에셋자산운용(주),코스닥,enriched,68,B,medium,low,medium,medium,low,52,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0206G0,1Q 현대차기아채권혼합50,naver_internal_unresolved,하나자산운용,KEDI 현대차&기아채권혼합50지수,enriched,53,C,medium,low,low,medium,low,0,3,false,표준 KRX 코드|구성종목|산업·국가 비중|실제 분배금 이력
0207G0,SOL 우주항공밸류체인,naver_internal_unresolved,신한자산운용,Akros 우주항공밸류체인 지수(PR),enriched,68,B,medium,low,medium,medium,low,11,4,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0207Z0,KIWOOM 미국우주데이터센터인프라,naver_internal_unresolved,키움투자자산운용주식회사,iSelect 미국 우주데이터센터인프라 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0208N0,IBK 코스피액티브,naver_internal_unresolved,IBK자산운용,코스피,enriched,50,C,medium,low,medium,medium,none,10,3,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0209D0,KODEX 전고체배터리ESS TOP2플러스,naver_internal_unresolved,삼성자산운용,Akros 한국 전고체 배터리 ESS TOP2 플러스 지수(Price Return),enriched,40,C,low,low,medium,low,none,10,4,true,표준 KRX 코드|상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
0209Z0,ACE 코리아AI전력TOP10,naver_internal_unresolved,한국투자신탁운용주식회사,Akros 코리아 AI전력 TOP 10 지수 (시장가격),enriched,50,C,medium,low,medium,medium,none,10,4,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0210A0,ACE K반도체TOP2+,naver_internal_unresolved,한국투자신탁운용주식회사,KRX K-AI 반도체TOP2+ 지수,enriched,50,C,medium,low,medium,medium,none,10,4,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
0210E0,PLUS 200커버드콜액티브,naver_internal_unresolved,한화자산운용주식회사,코스피 200 위클리 고정 30% 커버드콜 지수,enriched,72,B,medium,low,medium,medium,low,10,5,true,표준 KRX 코드|산업·국가 비중|실제 분배금 이력
0216K0,KIWOOM 미국우주테크TOP2채권혼합50,naver_internal_unresolved,키움투자자산운용주식회사,Akros 미국 우주 Top 2 채권혼합 지수,thin,25,D,low,low,low,low,none,0,3,false,표준 KRX 코드|상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
0216Z0,ACE K방산TOP5+,naver_internal_unresolved,한국투자신탁운용주식회사,KRX K-AI 방산TOP5+ 지수,enriched,50,C,medium,low,medium,medium,none,10,4,true,표준 KRX 코드|산업·국가 비중|분배 일정|실제 분배금 이력
069500,KODEX 200,krx_numeric,삼성자산운용,코스피 200,enriched,48,C,low,low,medium,low,low,201,4,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
069660,KIWOOM 200,krx_numeric,키움투자자산운용,코스피 200,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091160,KODEX 반도체,krx_numeric,삼성자산운용,KRX 반도체,enriched,48,C,low,low,medium,low,low,36,4,true,상품 설명·투자 목적|산업·국가 비중|실제 분배금 이력
091170,KODEX 은행,krx_numeric,삼성자산운용,KRX 은행,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091180,KODEX 자동차,krx_numeric,삼성자산운용,KRX 자동차,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
091220,TIGER 은행,krx_numeric,미래에셋자산운용,KRX 은행,enriched,68,B,medium,low,medium,medium,low,11,4,true,산업·국가 비중|실제 분배금 이력
091230,TIGER 반도체,krx_numeric,미래에셋자산운용,KRX 반도체,enriched,68,B,medium,low,medium,medium,low,36,4,true,산업·국가 비중|실제 분배금 이력
099140,KODEX 차이나H,krx_numeric,삼성자산운용,Hang Seng China H,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
100910,KIWOOM KRX100,krx_numeric,키움투자자산운용,KRX 100,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
101280,KODEX 일본TOPIX100,krx_numeric,삼성자산운용,TOPIX100,thin,25,D,low,low,low,low,none,0,3,false,상품 설명·투자 목적|구성종목|산업·국가 비중|분배 일정|실제 분배금 이력
102110,TIGER 200,krx_numeric,미래에셋자산운용,코스피 200,enriched,68,B,medium,low,medium,medium,low,200,4,true,산업·국가 비중|실제 분배금 이력
102780,KODEX 삼성그룹,krx_numeric,삼성자산운용,삼성그룹,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
102960,KODEX 기계장비,krx_numeric,삼성자산운용,KRX 기계장비,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
102970,KODEX 증권,krx_numeric,삼성자산운용,KRX 증권,enriched,40,C,low,low,medium,low,none,10,4,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
104520,KIWOOM 블루칩,krx_numeric,키움투자자산운용,MKF 블루칩,enriched,40,C,low,low,medium,low,none,10,3,true,상품 설명·투자 목적|산업·국가 비중|분배 일정|실제 분배금 이력
